#SampleID	faith_pd
SRR1770793	46.70672779736636
SRR1770794	40.83620085397153
SRR1770797	54.00322308820912
SRR1770798	43.36114107850814
SRR1770804	47.21718702507788
SRR1770805	38.87199328360445
SRR1770806	56.7600338453874
SRR1770809	52.57443504404428
SRR1770812	62.65634489800125
SRR1770815	61.34527206222426
SRR1770818	54.16180327139794
SRR1770820	68.84463573854035
