,0
SRR1770798,29304.0
SRR1770797,26248.0
SRR1770793,24889.0
SRR1770804,24261.0
SRR1770812,21563.0
SRR1770794,19207.0
SRR1770820,17128.0
SRR1770806,16845.0
SRR1770815,13171.0
SRR1770805,12788.0
SRR1770809,12358.0
SRR1770818,11413.0
