,0
74717d13f3d9f6f1e46e700269edbb8b,81.0
864509f73159254b63f613f908a9fbed,81.0
3897547f390856761676eb05c2112d64,81.0
69afa87c0095a9232ff44913ec74f845,80.0
0d46e04dfab562f78729d27b05119a3d,80.0
5a8328bbfa0bb3ca71bbcf70314a2db2,80.0
b7ab93369308f0ed3b69d48de250d3bb,80.0
29e6a175d4f3c68a63158b9df6b3a548,79.0
2e26c467a2ec95e28ba3ec52e968ecac,79.0
35ad56bd226cb97c04ac7209350bfc0a,79.0
10082ff2a7612cfb0daef82a046e97e0,79.0
a55177c1fa2b29352d84e19ed7b36029,79.0
bc04a434fa66955e23cef7bd1dae1bb9,79.0
d2571937a1293cd54cbb3212096b0e76,79.0
103f1919b7687d97c88fd3c34b52a0ee,79.0
b47e96d52b00115865378abc10ad635c,78.0
fda5e0d60a743938c62e6df9163b6c74,78.0
f6d4caa900f8fb477ddae350d5ec0d3f,78.0
b4b122be63651f0e10b2bbd65fe55ff1,78.0
8b8c5b900ecb3cb59ae71d82121d9164,78.0
ceb36da1a26eecc6429aa5cefb368a09,78.0
6a5199f36565fddcec40c197ffa97dfe,78.0
4ed28f7be92e2e11a3e33683e302ccd4,77.0
66de84ad718e783d5c7615c283f5bb5d,76.0
2e632098f84552281c4531e2dd167247,76.0
577309bfb17e4ecd44aae8f01cb043d0,76.0
6f8d2db7ee3bbe58bedc83fa2f48ce96,76.0
9c170e0128997adc60d24c4f0cce3cca,75.0
9743dff9354ca5ccb0b5cf8093365aa3,75.0
9bb276530d60c2d320b7fd8bc8cf8613,75.0
6de8fff163b98c8aa71aeec462c52f49,75.0
ee978c7052d97f666b9cb6aee34ed202,75.0
a0e1f4d598e68ba646bf9fe750a05284,74.0
210103819517329a90f0656fbf1639ec,74.0
c8db2b48c3d18d511d24d111d27b0616,74.0
b2b9aa9a6860e5603e90b3a414b903fe,74.0
86c049dbebf28346fbcab63b05dd7560,74.0
2297089420e0dd89adaf674cbedc9e29,74.0
bbf92b4d0c1f03e28eefc257bc0bbb62,73.0
c6b39648b0190efa3fda7ed0246f822d,73.0
52d4ff54f2bfbc5add8fb54fc97132d6,73.0
63a54e14a4c722c00c66a83a2e4a4037,73.0
84a3d00921abe9308261b8b73f2ba5ba,73.0
9222027791fe94dd730e80f502c5007c,73.0
064b6ec110a2276ebc79fa679460bb9c,73.0
ff45161ceca834f8526081cb0d3f7c23,73.0
0c0641127df64e7dbb361a6fc16d34a5,73.0
a2becff154b114be17aa28448d3b100e,73.0
480cca3affee251a3aba105cdfcd4554,73.0
72f9e9afcc03ad4daa440ceae7b26211,72.0
f901c5461daf4c50d0a9ae349d6eb6ac,72.0
55b762176b90ccf4f8d75254d5b9ae70,72.0
722be1b3239c4132f75538d78fba4750,72.0
b801702ca017e78a62dbff99fcd30a2c,72.0
23df1ceac35c1c3721792d985edf016c,72.0
c7594a23bfa32197f673d90a7c310f3b,72.0
e6cb47849186fa36f4e6aad9873f142b,72.0
ecbbf2c79865e5f985eaf44f8efa2f44,72.0
1ca64f415082b9076674e5b2efbe7944,71.0
890406f988895ae1268e87cad1c0d4dc,71.0
95a3aaa003df960f7b39d91a4c883f3e,71.0
7d88cb85b80e0024b54a61e7a6da3bf0,71.0
9cff891f0d544c6de38b1ad13aa1f07e,70.0
01631827371a692a80697ca4e03e9e5c,70.0
9c08c840f7d836db55f238f53ef61680,70.0
57a0bada74bc9721cc2f4406d3d82de9,70.0
2cfd24c6f9d173c18e3612b5e4e26758,70.0
7ff8f25c6ea9c892bd8db3cb9a0d4e54,70.0
d31866413b6d3ca84f1f795400f54b3e,70.0
033c3d0222a531f3069faaac14d8f49c,70.0
6e6faefc163a1ce116cf69e6534fa807,70.0
4ebaf12db98323baa3fabb877e0c561b,70.0
312562ce33611e742b6e57c7d754fbe0,70.0
64f5e37a4d20ec7fee4ebfed4ceb753d,70.0
69b1ac20d6ad7df257be9bb9ffe72450,69.0
ef8b5c9d490f13635b99c2a8d0375fb9,69.0
db4c848c6ee30a7493b4d515bb702493,69.0
869c0d991c09d03f457b0b4a2d6a8554,69.0
a5aa717c648366744898fa593936ef0b,69.0
6f04f02ca54d154ae1235c4deb5b73f4,69.0
b2c31ad24456306ac0edc08c1e0db90a,69.0
2887b6beaf0657f9ea2e1dc0c60e5d5c,69.0
a8e5f5cb6c9f312d25175cffe487c3b2,69.0
9f6ae9e3f57afafcda5c8c9437a93005,69.0
1b9123f5b28e795eec7c9fac313296a8,68.0
a79b5a4fb96c45cf91594f44750a4033,68.0
ef37fc84ec6b9dc435ca6f03fd16e259,68.0
f824350807a5b3116cbd9b38b7aedfb3,68.0
248c02eec42a4df375355217269ae68c,68.0
d45e555beec90648f43848d86a811d14,68.0
81ad34fa9eeeddb537b7327d726c9577,68.0
442a58d6759aed21cb8a8787ff6f2fb1,67.0
66c94c5d985c1d3f995c8de846f60c2e,67.0
a675b5792dd320f25814f04d9fbfead9,67.0
363c7a78823cce3c79362d5180b09488,67.0
57c93e737cad59150c31b1dec59ba165,67.0
2a583435c3cfa5a1793ef7421913853c,67.0
8630878dada57ca6907725334296cb9d,67.0
971cd633ca316d4607234c1a7c3bf13b,67.0
585dff24cb03d6c4ba0ae6cafbf0e326,66.0
053c09f43a8ca677723e10f2650f95aa,66.0
c4c30ca8fc5ac4dea0e9b977d5f4b6d2,66.0
6bb5b0fd998444a0b9350e82fe477bf2,66.0
e8fc142756268c0e75b2929db71e88c4,66.0
96f6ae7bdd6e03adf2e2c2143240384b,66.0
11d298b448a36b69b045bf6bde83ecf4,66.0
dc38bb48c57291481ef17757f91e52d6,66.0
72d6b7d701eb30b79d8eadbb02d6e8bd,66.0
c7c50f73f38117869fcaf0d93e44b47f,66.0
d3fbb90600b5c4c61dbdaffbf2e644af,65.0
7a96fa67cd206b25d10a0416df03296e,65.0
1996e8d6ee8a3da9d0ff3f72b923a828,65.0
a7579bb0fea0fe506065e38f0947f793,65.0
cbf2c347161124d8fe1303f3f7fa5cae,65.0
e07ec39490f4151d5dc5f92df8b9acd2,65.0
14c01d9f4934aada65a8a230a5525283,65.0
64778df7913d298dc44ce12a972c094c,65.0
edb6c3ec6349342442e8c5613d809c34,64.0
d5a0e03136d849ffe2193cc2e0ae8f33,64.0
1cb30292666e7cc384e54265230901c3,64.0
5e183474c2edf6a9dfa7c445e9408fc0,64.0
5445e33bbbeceaba024d6a956e99dfc3,64.0
dfd42bc974d222dd5ad90c5cb821ea9f,64.0
2d66d59115e5f8c6d716f72f4fc26f23,64.0
fc39b5a37df869fdc5156336ae4a58f8,64.0
03edbeb41bcfd7925113d4ec02e8f7eb,64.0
707ce755b56a2c7181f4ebc1f73f2b5a,63.0
6358b3ea23fe6f170050cb78f0a59a7b,63.0
4889bc6a41b2982e7c9966e52aebdb89,63.0
96ae3e9d4ef1699d9f4349025dd58e8c,63.0
496e5809618d8ad8fe032488e99fa085,63.0
a08b33874eb4656a63427f7e9043789a,63.0
bae4a5535cf689fa06ccca86104dcbd6,63.0
74cf4fac326071a45b97607979176874,63.0
ec9f4f3ac1563cedf9e5aff5c515bd11,63.0
475466b882ed396887ccb3af92e5cccc,62.0
8732c2672fb8b8b3aa4b96f131a3314d,62.0
126725edba04f6e6ea7cd4fab67c9ecb,62.0
10ca97370fd28b50264b7db977b37a7c,62.0
794199bd700691c7eefeb722bae8f0f3,62.0
cbfdf57625ab3c2f96b2cbe53342b94f,62.0
c10442f1117bbfe857fcc8b57429324e,62.0
3cc194f336ac4e01186eaf57035ca3d7,62.0
675e87889cb1c0ec16df6d280fccb2d6,62.0
b8c4ed03d7d91546b9f6ad80b80135a3,62.0
e570d8029d461fcf022caac98644f555,62.0
8872012c9e69676aaa8cc3d0d85276ad,62.0
6eaaf5646df8109c9b6c5c5949d5c964,61.0
84d5b850eab08e6eb1674e84e32260d7,61.0
13f61a79515cec0cfa2995bbe1578733,61.0
0bc67e047a10fa75f4c0a4461c6a081c,61.0
77cdef528be4d69c555d73230380cb12,61.0
967912a9c67b1e0a45ebcd2c726f0751,61.0
7eee399eed14ebb9bf23dd62c2d8b48d,61.0
566e5fa462f8b8471a8edfdfb380cf22,61.0
3a93b2cd594b497613297d6280bd130f,61.0
3046627c356a24ce50a771cb00466245,61.0
f918aa94858478b59f3ffd35a4735af0,61.0
2dcd5683ba78c9b5bda9165a209b8a76,61.0
b884f78b18c1faad48b6db108e7ea499,61.0
ea50ab99242e77fd8d897c2c43449f84,60.0
c3a00af7f6fc9aece91b0acc0aef828b,60.0
4a47db41615aaf934ba69b59391f657c,60.0
9cc964640183385209ed3a4230f29b90,60.0
2a6a51b8fbc08281eff3acadf1b48826,60.0
2ac7b2cfae56579e12dccfd48d41c817,60.0
0c58b2bc1a12a56459da3143e4f3a8bf,60.0
913453f3fc45c1c2afb335895b746881,59.0
43e5fe60461681399e5cdbd79d9e4f8f,59.0
5e588d89946fa2b8e17cab574a2e5c83,59.0
08f23e87d849f6977da2a353c53c7873,59.0
c4e110a7075b8ca1ef79135003bcbad1,59.0
795ea35b528f8126335aeb8b43a04617,59.0
5461cbec86382de4f99ac81bfd6293cb,59.0
cb28a26147f093d70b9d62a56af2b059,59.0
ed5e5eab893836d940f386f7aa23b5f7,59.0
e539fbcb944ab1a45c255b18be7373a6,59.0
b57222c8c2e7d64e04acdbccb6071825,59.0
91e903c99b4eb01aa287bbdf79f62f88,59.0
ba38c008209c1f32d15e96d005308311,59.0
0d1f00101bfc39f2831469f697f6e6c6,59.0
8af8cda621685ff396740327176f8eb5,58.0
ae8e2919f38ba16e9fde268eee619a81,58.0
6cff40e24391cb44665c204f2fdbdf23,58.0
77e3af3fd088f97decdcc89c428fd645,58.0
3fc532a4bc9a9cd080b428ca395b5aa2,57.0
5e2ba79b6c97ad59efb4c1df5bdc9d81,57.0
443a1b6e9bb8b8434623dbabf8c5a719,57.0
cd2be1fdf391f3e58887033497e0b226,57.0
0d55678b0e3608eb0862cd3ef7c66342,57.0
4a3b02b8c7e4193174c01e38a43107a6,57.0
536839fa98dd0e8ac1a4ab6dc0b0b2cd,57.0
4e790143be8820ed0983f3e121b2f3b0,57.0
34e6c23bfdec6cfe649f0d900b8f2a3e,57.0
d53265a992d6860df3be8bd4dcedba46,57.0
3ecc4d127cb5f73e8ac7d05bc3d77c58,57.0
8551489891ce47bacfa4ffcaf5e5bf97,57.0
a1fad2342c3aea3b75f17816f0aab4b5,57.0
b2bb30b74779c4f4e86aed4a22ae2fe2,57.0
34082b0394f9661dff4d9ada290ccd5e,57.0
ffda8897d1e5acd7101028fd550d4de4,57.0
72ed5487f4758e4e4108dcc93b2d04c1,56.0
710cbf014a0c8791cfc0c6262e928b04,56.0
6ace4e7664815b50cab6e2db8056b113,56.0
3562db1d345723d60bd7eab0868ab18e,56.0
de899cc1d85364e0e6c88ff7d6de3dc7,56.0
e9a74a087c2e2af395c32f20c2c1218b,56.0
e3549b941c05fdf333e0bb6296b90e36,56.0
f868823e9c9959b5b8896dfbe54dd1d3,56.0
8404affd7dcdeedd169762b66871f3fe,56.0
a0453fcba24ded685337edac4caefe90,56.0
079c85e90024e9451cb9d14a5153f885,56.0
851fc7980324f5772ce0af6594afd124,56.0
a731a420a872e01bef3100fdedde312b,56.0
1c747775f177e22ccee9a60ac4e7f659,56.0
59cf96b06b16d6e01e372a48fd4645d1,55.0
ff2587560d8f2e021aaea1c4356578ba,55.0
9fdb4efbb9696224172b7d704e43ba69,55.0
68a30390c8b32234e8b5807a39fbd507,55.0
4d6cfb44cae22fcb20a4cd82f98ddd20,55.0
45f2429fd517cbfd6404d0a6419f8d03,55.0
aa4c920b4b99469ce231c1b121f6d765,55.0
2a39f0b75d31d00b3136b2edbe82962e,55.0
e198b5147fd08cada0c5556c16265eea,55.0
7c31413894a7f589c0533183b05a6130,55.0
5870c1426cc4d9475a29eb4cb887eeba,55.0
f83af8d93794330eca6d9686b555287e,55.0
860b11244363460108e1a96df96599a1,54.0
b019dd54338af8e51cf0d4cc28ded009,54.0
1c840c43033740c59cea50d25d6d9d93,54.0
badacd439557e156940e29d5959a7498,54.0
27256a3e3236a3dd03e1a1c1d7dd99ef,54.0
4598eb356d6670b87645490936c3d2d7,54.0
850c5745e4c7c5f76d2a46d77621eae3,54.0
3678a77e75655209acfd5371176ce6aa,54.0
ed0d1e122de0505b8399ae0e40c37df8,54.0
189a82a6b7d9cc7a2e3557ebd22f7be8,54.0
53b5048570ad9cade7a4cadfec612830,54.0
59e867121361c1df7019869be8bb37b3,54.0
f82b487f9e606a030747eee043e0574f,54.0
5ef0b6b7a10bbbc5f4932a038bfe112b,53.0
0e69af98354aa3a69833dd17d6023e7c,53.0
38fbc41ee162d9b92f4d938bd3c12b45,53.0
4e6889526975ca74542a08385a503909,53.0
c580122b56c62783abe5a7419216c68e,53.0
9214c8ae1d39f7b6cd90d07cde2582f6,53.0
a4053bfb6af0b598024fe3073ddeb827,53.0
4cd7bd32af358b8a6d3fa74cc80f2c93,53.0
1d625acdcc5d306acdfa55656638b3a4,53.0
80ba37c4c5def95f8e2c108277159ead,53.0
2812a4ef98edd91021c9beafa38c94d9,53.0
ec861349e1a65ce7f0e24d4fc163242f,52.0
4a08e67f2cf611db9e6b52d72dda0f98,52.0
e04c97f15c412eaa3195fbf6ce11427e,52.0
96fd5660d2f3f81117b5af9e8a96c39b,52.0
23d27fae4a99acafaca3eaf86a669c41,52.0
f27e87e66cc341bb2dbf1a166ffb9ef8,52.0
5e814148a3b624cf4fedfcbe6b574282,52.0
4437dd7e4b85e6a3de5bf21471b2d6f9,52.0
21948b237098f6fab1603c4957801e68,52.0
b3734ebcf9cdbcbadeafe82a5b5e3c79,51.0
749eeab34ce6403ebeacdc347236726d,51.0
90408373210523a686c9720e47be070d,51.0
080971a93e82410588f0584d1d2d5068,51.0
38f6138abc815e7a311823d538f708ff,51.0
1abf4b86357d6c026d6c434cc1a9b404,51.0
08e9deb629589e775f212d80b68d7e59,51.0
8c60dbf0c242c1c3591fc36a319b6d8c,51.0
7ae920f7d2076b2495bddf73a4c3c2c3,51.0
411f3e6b8e805635f04b5753d79fb2be,51.0
b23e5e01ae73bece5480fdd1c0d4429a,51.0
2b3241e445043d858344b89771fad5ae,51.0
ac7b922d3661c73ba2010755f579b919,51.0
67af03266bed61d80e20b69dd59aa00f,51.0
3d63c31c98e569c20f0e7f8eeffb17e6,50.0
f952c9d18565bf4460af3f1751bdc2aa,50.0
b0d8392c75881c5814105f881375bad2,50.0
549dc13489e2bbad9fdda3f9a645c6e8,50.0
23744812f98a64ac21fbad3247fc04f6,50.0
c39e15de7f8295ecfed0969cd53b2126,50.0
8e1454973ceebc0ac46565147a6c2b30,50.0
89e3c20bb35880a2c208bf00f849e949,50.0
69c3122b97b29d9eeb112cc070f7c93e,50.0
d0d55d54408671a85dda886c14400f20,50.0
a6841fd6c341bedd8a401cd08bb2763d,50.0
f30f882744d7034048246f48366ab77d,50.0
bb2d1c68251443a48328593bf6d9d024,50.0
c7f3063ac201bf86f753a0133f5bc8af,50.0
23920d1ea7081cadef9707b2813560ac,50.0
c597311b916e815aa5e596ee661a2616,50.0
5009378fa1613f8d4a23268d31d3ed14,50.0
5952d2489914c7fa4c2ae51bf241c75f,50.0
a76be0cb22877bdc54b76a7d76136b3b,50.0
913e169a9a5f4fee34871ec41a732e87,50.0
584bdf40c1bb5d223c194434c2204405,49.0
f01b1af77afa2f5ff686b0babbdaf718,49.0
1c2b8892a0d7f828d72808cd01cfd199,49.0
85c60d829490a7bcc4584b275eaa76c7,49.0
b1c68bc455709d22fc32a7f66ef07531,49.0
ab592c0e8979f1b89412c7da1c598b60,49.0
4461048710546c2d5c6ab545c57d7771,49.0
544f2732bcf46e3f63d3a4d50c54bbad,49.0
1225898231666420c91fa00fed0d9f70,49.0
14ad77a737bf6749491c9f849ed686af,48.0
2bbb66f2448edc8e628638128509787b,48.0
c1e63a1e263af9d94481e24b04cd1b87,48.0
87cf5158e89967fe6640ba266c87e2ef,48.0
4c687e9abe11199b993e2ab668384d5c,48.0
977ead8c9ea494d4599ca77ca6fbab76,48.0
382c2e22a5c3d0cfeb7cd42249894d75,48.0
385ae6af286987911dbd03684053777a,48.0
96bbdff1789f4b9d8d5f74659526d60b,48.0
2385181f70524d74f77ef2c22e952f10,48.0
0782c7b2a27b1e3dd95c4335273f4dca,48.0
20958688566a88570d61aed35f01895f,48.0
b5b97174d8f1a555386a65ab9fd63b54,48.0
1df101a7f7b0c4e46f0a946220ceecb7,48.0
b9eb4f95254361e5f458e4eadde2ede7,48.0
22873c6ed13ff1e4a1ea5b59a2426c9d,48.0
ace24173090748e6a7668c6f4dbb97db,48.0
ffc8192e7206de2d7e9c453e49cf60f5,48.0
120f56008d1ae287770bf505b054e950,48.0
60ffdff0b284115d9ffad14705e2155f,48.0
369d7ee38c103417ec13e90a96bc610a,47.0
3ab9af3e9d29ebb0b244558ddab132ed,47.0
bdc57cddbca207307c563f7cd4a4ea97,47.0
1a0f9c983a25c608d11acac096f52dd7,47.0
28582b65652521d2a5e31e4f1d025df5,47.0
13ad238ff80cde86ce862692d31236d7,47.0
9b88153beff9b818b131a44f0d7e01eb,47.0
2a9926a0ccb9a68503128e0d9a64ace8,47.0
d11046ef774e22adaf097abe4c73ca24,47.0
3b813909aec2753584d4304b67c8f850,47.0
3ace0a811c9abd24121a0f009ff8ee33,47.0
4a39950c4af3bab19497f0ada6af2519,47.0
4d6201fb420d647c32ea0cd582ef338d,47.0
b71bf2a5e0b0256df394ba6f20181167,47.0
b6b97108db2c7f8a0469a3f29eb492f8,47.0
908766815a1479cc581f5e382debede5,47.0
c2289822cb66e7c33c43560c7dd7d176,47.0
730a4139002c5df347a31d005e72476f,47.0
110af1a25622d25331ad5a80e9996fe3,46.0
4ad850902c9101b6a6024b081f1ab9d0,46.0
2a75558dd6b45a9616a6ff6eb9f46b6c,46.0
e6d5e2e8e96b4678e3dd99e4db1e027f,46.0
23fd369ec6db614ae0c215969583db38,46.0
828212620d00dbd6a4101b6eba247b53,46.0
af37f097c15faaf5ab7712b912611543,46.0
120eba657e42a11a5c29f97b90f02035,46.0
9f6496504e6c9c4b0547e33f8588c57b,46.0
42cfc394227e34728c7e19d2042682b8,46.0
8cc49f92570dcf299b80acc34f7f0c19,46.0
ad07e2dbad63e03ee498a8110f4c2db8,46.0
9e68814ff5c7be0da458d282eb1bdb90,46.0
b8d1064df1908b79f5d2c12f5e5059e6,46.0
cbd6aad05d1c370ee9f328afc3e27f55,45.0
9d127ac8ec1a7b03befe92229847b811,45.0
a43c3e33ee278123543a597abaf2da38,45.0
25f64ad58267ce971a869f10032c8650,45.0
cc2482e03d6b59220df1512787848a3f,45.0
7cf2ce75f8c135f93dcc1be0ba184afc,45.0
8caef9289bf59fc53cdd6e89acafa6c4,45.0
627a08ff5390a6f9f0170c0f2ebc30bf,45.0
7a34032ef7aa6c0ec37bf8c0536f4434,45.0
02b441dc09232145d7c6ddfe9f93a3a7,45.0
72eeb0c69752c65eb17c51c3f59c5036,45.0
c7920f5ce795aeaa42a7330eff2e8538,45.0
4ecbe75360cf254fdc0d1dd590c3c22f,45.0
b95201935fba14f0f90b9fde45f1d7a2,45.0
fe0b1a443bda52db939f9ba64402a236,45.0
e2d555f58b9083279b8181ea2a4e1f6b,44.0
01a6d37cc9b1af453c4ac256abc99dea,44.0
896d6ca24d47addb13edd6e12c1de3a9,44.0
6f689ce00fc9af18d1f17055274df441,44.0
13bc008acd86c5dfe7c34325712710b5,44.0
33c151d862890ccda3b8acf6600b9326,44.0
24d2ba74eca3194cab63a696e299b7a5,44.0
fcd80f0cf279eff3c50b66a78d98beeb,44.0
6aa1de552a5ed82f21907aa0f1fed317,44.0
0cbb57ef989bab9f27bcf52b3c90ce9a,44.0
e811bc39c9f8a3ef48a06955666a45ee,44.0
c80911d6e2cbec6204562d87e5a6f6b0,44.0
2d1cd6741a832ac324f6d537cde08b16,44.0
3bcdfd460cf168981b560df0f1d0471d,43.0
93dde05140154a5ccbe5b8b40d719fc7,43.0
701ae7bf06e5e9683bb6a3f2e06495b8,43.0
7483b49fd3c2e40e8f02f09a4ac8c83d,43.0
abb3d31ed1c1f986ddb94d51af8e67ef,43.0
828fc4572711a8049cd9bd23487e4dec,43.0
429e58c591d65acd80beafdac9fa4ea8,43.0
3daa697d941177fc1f0d0a5f37b0ba22,43.0
da4c92a2383c33f5acd91472b7098206,43.0
7e239fbf64b70f8c0061a4be922dc57c,43.0
b1837ca8b23774fec43e21693a6db9be,43.0
0daf18761540fabc4ddd7b0e44890d04,43.0
830e60506f48a6f956c035a725955fb3,43.0
a232a475ba980322a76aaf56eb75e2f1,42.0
eef98902d1b2c3dad1fa2bbda76ab163,42.0
ab8efd38697bb264a9b69fd04a86d753,42.0
11ff62104da34f1b0f9660a3558f7ead,42.0
6c304c2e67bd20752506d156aaff7530,42.0
d02af5a6ee8f9e712e3f6f12c2c02aa7,42.0
99f769f3a08a8b4c96c79d6e0f26adfe,42.0
e2c6988161f8d4a9c4e6dac74d9f304c,42.0
6490425edaaf64b8fd8e386423b36039,42.0
f7cc7f361faff9e0d85e86831aa85dcf,42.0
048e6e60138e12081c21f064ed59c898,42.0
1aeaf39c1ed1689960a94aac12311f9f,42.0
00c905253e84aab5042613bcc22d568c,42.0
eba3c0e00e4d12a90f55c397d1f49d87,42.0
2a103f27177ed42a8ddc827c04a3b3a0,42.0
0fbbcc030366ce9d73e12010384f02f3,42.0
e7892a4f1c1be36153c25bbf0962a688,42.0
c28de14fac333f9aa674028c107d894b,42.0
2ca0f4746a29c501790b60b6ab88a1b3,41.0
763d605c39748f0450ed31d705d9831f,41.0
ad0d0736056561935c1a750ce4f71138,41.0
ff1cd70c2746512612e574b94d3accd9,41.0
164b4b1b6d1a6c2e218b9e067048c729,41.0
b050bf34eb79379a774cba3027563b26,41.0
6069fe9237022c0ef05c4f8bc535280b,41.0
8e42f895e2d0e5444091836b2798f7e2,41.0
4a030ba4470c1c88bd4967dbc4ba7554,41.0
e4789b3deedca14b1924cfd45f4c176f,41.0
5547a07702b4018c260d3e7afd0401ad,41.0
e6c3f769a030189698b51e031a26ea4c,41.0
506f77350a89ec1d8b87deb44afb8068,41.0
18c7e4e5298c609959bdf5d95e31d832,41.0
a3036382741242ee3bf4fa4cf9fb56ca,41.0
8592e2418f9b1ffe885e9a768ede4534,41.0
8eefef331442888dfa8b4a3941ad361a,41.0
11fff30dfa1880ff5b3d098f8361c90c,41.0
401bd0a289efabf271c335dcc1b86c58,41.0
1444c4f113d87be26e293a001d270dcc,41.0
8df09561781a42773f49eca74c916bfb,41.0
86cf1c1dd40bf3a272b8a8708fcbc8a7,41.0
735e926c210155ea041093eac0515cb6,41.0
d88f87c965bdb398d86d22e8977c86db,41.0
799a8b825a9839273dd51bff1b40783d,40.0
9601d1e4d7f44e7b39e64e4a81e62f38,40.0
900f3fbb1d16addd22aee3ed862340c1,40.0
7d4e4c6cebb32130f4ca569817b91d57,40.0
f45bccfa21241e13f6bc4680e5ac3666,40.0
277c4edf39a195c76160ebdc42fb0081,40.0
a56f7b37059993ebf508d768ca05e9dc,40.0
92e8e944bca02ac34fde19c837977cea,40.0
29c2f0135954422033e441c1fbc57b66,40.0
b826267341cc6619bf29e956c82e4585,40.0
7054b6ac948c1d9d17cfffc3ffafdc6a,40.0
61d3afd69e2df9ae445e1ad285391413,40.0
f703625e494fcc23f66fc7b2d7853fee,40.0
925e6047ef3a1bb2156defe0c9a371c0,40.0
3aec251b036992282d1d4ed123c01e6e,40.0
8cbf07d82e878643d4eade48cd562f35,40.0
41f18ddfb0faf41179008f633a1c69f7,40.0
65950c498e3ab8a626cd4933152a8853,39.0
a56b9eb01d26b7531ebd1c917100a975,39.0
93dc789122e6e84ee92dbf2299884494,39.0
349835c24847ea6874ccbc4e5f9b2e03,39.0
154223747de1728837231f3ae39ce102,39.0
5fe8385a585c1128c39c96d3de68d65d,39.0
2fac845da336657d55f1a9f350c6bc09,39.0
c887ef3313a1873a3977ad3365aa0f49,39.0
8c1e59a48a3667421a890a6cdce65a7d,39.0
6d2d0089782d95d17414727cdd233a79,39.0
f7fc568d6944789dd9d54b57fdbd22b2,39.0
fd8c14aae24479564e40ef23598715e8,39.0
05bd8b546a59f5cfb2bcea30f4018806,39.0
9b4be26e7bb3a23d25e080a3bba619f6,39.0
0b1c943621e7fb074489680810cf6b5c,39.0
8c49c76754da39a913ed944cc0ef9761,39.0
137aa598fa85ed902fa569f183ae9c22,39.0
e751b9c3211edf66bf0682e94770f89b,39.0
d9e3a2178f9c2e9f0158e56953d98a02,39.0
4d360c72eb94eb6fc0d57afabf078894,39.0
9ce374639b47060facf16118aa279ffb,39.0
815518f7804135d225ed314e2f76da40,38.0
e531befccba3043d58e38f2626dbd6f3,38.0
ca03086ffd04efb9c2d1b7195a0627c2,38.0
a372369715e1e33fc58b4e966144dbc9,38.0
f114dc1df6ce02fe67a229fc6895216d,38.0
483627054e91bbd49366c4f87d60651c,38.0
fd7c0c9305cf770a1d25e3ec87496926,38.0
5387508504bc64b2b34d2e4be1ab9d21,38.0
7546e75a37c0086b0775d5de581bd4c8,38.0
0224035ee53dfebec47ce7ecde927b27,38.0
58ac3307fc95d941ac77091e4b71b008,38.0
dc833156df5cf571bb4d9ffca16a6fd9,38.0
1e4ea784c38847574d6795db6cd58a14,38.0
9861ec83b74df2870874a078f698e048,38.0
6c1ed4312d03470a8323002ba1553e32,38.0
739000060ab418e7cbc90580ad4c318a,38.0
2fb6f4b948631d8f0fb7725b61abd829,38.0
c8b8668c6c0940efeddba2ba926fb0a8,38.0
dbda19f675784c831b58035c7642532e,38.0
bdd09ccfe09d06f87593c95f7e47ab53,38.0
eef778a3341f8e0ae08a7db62e85ceda,38.0
fad24f8e0ebbf5a626bc2983edef8118,37.0
52397b4e334b9e272efc7d2bb1c22efe,37.0
ee3907ed0cfb721461c41dcbda00554d,37.0
19a84a2d96879685eb1d2a2604666897,37.0
393c6cebbbcd9118daff386fa6a13ac6,37.0
7d1ce379a5e5eb3939e4debb05e99507,37.0
99d60d151d66b662a78406dfab5fe1b6,37.0
56f7995b693eedddb522a3b0d34fa5aa,37.0
a3788e2351b078c096f36c7af8b0ef9a,37.0
fd7a29a224c0789cd1cd690a83fe9054,37.0
a18761dc21cbc43766c622d6c26dcaf4,37.0
55beb6d681cbc18642035e17ef775689,37.0
0d3248dc08abb2c5e5557199ac4c954d,37.0
aa50f20d01bbb2322439d03687266015,37.0
74a26e97b02fcab82b0d346de4920f75,37.0
0518d612dea87125ba1b079721848527,37.0
4b830e302e5777a049cd6a92d0cb93d1,37.0
e8e06494402bc9932a4fac4e388b56e4,37.0
46291b2d22ef3b766855927a635e4eed,37.0
a3fe53963e192e7bcf96e334a868edcc,37.0
891dc7c4bc5fbd51e97b9a0c110c6220,37.0
8731689a1c0d1c56ac99f18ccef1dd2a,37.0
670249fb7aee058715eb3908d9bc8b92,36.0
e37b37a43a5a64984661b7f21ae12cff,36.0
6c84cabc678a12b93205ee0afd75c889,36.0
493663cf346beea69c1e92f38266b0ea,36.0
abfc12e4cbde55f50336e5abe4946c0c,36.0
e4be8bd90a53c01caaf72f3e69e935ff,36.0
c19a8ffa6941b7397b49680439a30501,36.0
d6eada9be06add85aaccc237b4f2bd18,36.0
4e46d03e3f30410ec96ab601c4af37d7,36.0
bafe94d5850ae0b0fb309db3a09c71d1,36.0
9094f39bc33a26e3c004e464482fdec1,36.0
95f4ed18de4b27ac4422e7e03b252fd0,36.0
58635f0a38139f0cab611dcb740b6691,36.0
ace18501d7d78a075e814c3be3b317f0,36.0
3c937ff4e1560c88d00803933b1fe3bf,36.0
b555c08fa974b72b8f2ae759db274072,36.0
ae162f38deb207a707f3c0a99d524d29,36.0
