,0
d7abbdf4303cc5e5221d18d8a6bed3c7,187.0
02b0b89ab1b53f85cbdd5165c181a7c2,186.0
1c9a09f71b781e4f8454791ebc9fcde7,186.0
e9b70570f6e642a8721db4312e0b2763,186.0
bad86829da4026fbc4ba6b8a2e084295,183.0
9a7d54b73ad99641f6bbe400eb47fc75,182.0
0b9d81bf74392ad0ae77b55a24d4445e,182.0
39db96124233e82343ed17a4d1ba5966,182.0
4eeae7e6ae7d6f28d9260849c83050df,182.0
0668f23f147005dd0313419e44f80d9e,181.0
69a25cf370444b4f31c5747eb160978b,179.0
ed161afa681b43efbf6abf1d7817b283,179.0
3dc89d3c2c67f158d65dffc38c8552e1,178.0
1c7649cf7a4eae57c49439f143a8bed4,176.0
a8ce0e5fdd8e97a4a790a05af5248e05,176.0
42b58be2a8c3332f29d99ed974b3a320,175.0
340188c903a4b475278b33048ed01cbc,175.0
a97cb0eaa4fefb313021cf1c914d4d69,174.0
f9811cea79401efc5da6f0aee213409c,174.0
1b390febbfcbc3a33c1f7648c61ae8e1,174.0
2a630dc0cc1c44197b2b203b2824117d,173.0
7ab6f4d719665d0c0c29f379be974616,173.0
d3843642fb3c77ed98e31a35fa918c92,171.0
f5e7c388e0546618efd8ef81e975de08,171.0
466cdff6005dcc2faeaa225f5048174a,171.0
c0d1d066c55c17eb068590183c383b45,170.0
59c034937293c06f8ceb6dd84cfc5ef5,169.0
59a52c74d2ac03821f1f25303ccd6cec,168.0
a9054fc5c741d5d8b79aee896f3e21b8,168.0
d882d776fc049505d0e7e8b9bcb61343,167.0
cec6368afbd6427acd86327b28bf7f22,167.0
76601b6d7476b7f4d0c4a0708505a15b,165.0
96683a7359ef1b9fd6d2d308af87f956,165.0
f3d62dda0b044a22ff970166ad66ce6b,164.0
edd18bb1e84984d45757644aac95db59,164.0
fd0e3dfc373f1b085e28d4f38797a89b,164.0
e71e87bec0188edf0afa410bea04caef,164.0
f6e6d8a311d4939cb8665b43f0b92562,164.0
f64f4c952d00766db152b356296b3880,164.0
4dc28862b7e008f7600736d2cf2fea28,163.0
0be31311933b0d26d811dd5df11c8116,163.0
97e37a6b294e3cdb4a9977bb653171d6,161.0
da6cc388400840a4665a77dd10ca7f90,161.0
a834cea63ff560fae27ac1690069cb9e,161.0
7a2b3dea83e12af7dddd6b6a411973e7,160.0
7ff340e8af14402e2cdd90cecb8ce89c,159.0
5f22dd6fe7a2cb8b07aba021350b8334,158.0
f6c9b478205d3bee89ce4dd2762eb7d4,157.0
2f4d46ac253c2a3a5a17635a7a75e055,157.0
cb9e5154fd9f88fc8762492f5d4f62bf,156.0
9a5c92b89c881efed612cd280954af17,155.0
39d73c302b7e1851a38071de47e24e9c,154.0
1c291466057260266d13db2efa0a99d7,154.0
4204053f3538a3016c0b73e6cb18bdb0,153.0
72d46a952affd3b4872de792ad85350f,153.0
f562343963be02b51f871461476ff94a,152.0
fb4d9b84ba5bf974a2fca2899973c119,151.0
ff890d6c5f7fe3cf85a76254529c2c29,151.0
9d8fd6fa93bf02728588459a336b62ad,151.0
68db6ee7f7231dc6a53837e95fa4cd49,150.0
2dc3b0b56d21d8b749f315142f6d2e87,150.0
aa55f12a3789c67743e14952a9b18c27,150.0
6183309914d1831befea89cbc246bb4c,149.0
1e297ff50d7955979e2747d8db8c7f4a,149.0
8c6ec21d02a674ade5343d66d37bf023,148.0
a7ef67acaa6c52fc4f786b241329a4ed,147.0
eca1eebf2716d5aefa37f7aa748d3622,147.0
2c4a7cdcf77f67d122e236f13db6f8e9,147.0
21b6d30aeed81b50b696096ee99f76ad,147.0
05f88d6f72c090dc6db618ae9eddf021,146.0
21a0412a444cedcf4b7f42bbbc5ca701,146.0
b332ef92406da6a99ce1dfddb9113c25,144.0
754e27b0ef835ff5a8a9b09735c52dfd,143.0
3986e8f725d7c16fbec8bb26d7f93ced,141.0
d2963d1b658c7fdc581a438c40b713ff,140.0
d818a65e830b1281025ea48dc96e89c9,140.0
427876d9308d5f3fd3067a09fc3e8af4,139.0
1c879fe942023637771a9d1478d364a7,139.0
9c4117365dcf5e96db1c2696e3ba0aca,139.0
a1087281564dff44783f3b0247bb3dfa,139.0
2eda2e9da69274745be6fa6121d49cdf,138.0
19fe79841674e67011aa0d26fdbd8d33,138.0
fda10532d4042ab36e4692a0d1d5ad13,138.0
d50f18f4c668202cb6ab3331b783eb1b,137.0
f2a1a96d0e01e448906fa1e039d7f418,137.0
ff3dba408a7a6e26c505045ff66022aa,137.0
6b87c32e1065e2f2308309ec57754550,137.0
a06c77cd1cdda174e5d65f19c0a12fa1,137.0
fe110549988b809f4b96248130096595,136.0
bd320f38c63018e6f2f5873640ae9641,136.0
27d07eade5e99a2b4c3cea985b86d9ff,136.0
1d145835e7f0188562322f4eefb02657,136.0
169b98f1b9f17528e8f40015fcdd9256,135.0
427dd47be087cef32b2f9c27b5fb38dc,135.0
ba31f46fbd66629a2355010365ca17b5,134.0
433c1fba6eff1395051c91936c2a53a4,134.0
f655f16fb28a2f9d9be86d1e7854bbce,134.0
2cba5b9ada89dea5b79cc058f3531aa0,133.0
9a02c6dc9b8e6ba9bee19e620d637ea8,133.0
2ef183f6797f1c77b6cde046c29442fe,133.0
b4cbf8b5f48ec4b85105aa56cbca7d67,132.0
5cd17427bc5eedabc2cbe1a60a4e974b,132.0
693b165b641aa8099b9ede0ac66ec901,132.0
49550ed1a1c3f44c5e01cf61f4711408,132.0
522e1d0df910978a09c4352ac2f4903b,132.0
f1bdf63b470b4dc1d3c691b6761f7f1f,131.0
4ca99a10cdab7680132143e0a5bb4ac1,131.0
e761679b25d33e6d277d57804fcb90d3,131.0
89c83da67405549f3d8efdef16bed3c5,131.0
ba9f447f56047d7641b6493a53df9ca5,130.0
7ca967ccc021e2afaccc69776f9b00dc,130.0
97e1b29dbf3e2cadaa3d6a334de7189c,130.0
66ae3b3b82a4661997e5525bc31b16b7,130.0
d6e5c1fe77c7c84a048e37022e40e8ee,129.0
3238f93189c7ec2d2db8c7cd61c35f48,128.0
b44194dfe068393d9ff7d6c4fb192098,128.0
cb66e1ae3b87599ab27bf5f904e14414,128.0
d75f19f6948b74d0f11c3c8f4f634bad,127.0
9729cb06525053d7f72909a39a0648b4,127.0
3263acaf122c5018aa3ba0ae6f70b88c,126.0
1be46d0b1e6d33be8780105598200db1,126.0
ed93341555d2d61de24dcc6ba0c6fea7,126.0
f3697ddcc89fecdba1a3a8570a3e26c6,126.0
c6f23fa7f3c4460bca1f7b36f2f47be4,125.0
67a36846db0147bd2692101095d6061f,125.0
1ee72f4866409ff86932acbbbcc41677,124.0
849eff05e4fb9dace36bdd8cf3d65304,124.0
ca373a4791ebf956b0016d1241bcfc6a,124.0
c692b1c19f6408adaf85bc904accc958,124.0
a72ab9c3afbab00f44fbfe88229ab0fb,124.0
c4185261f5da617d7d859cad792aa279,124.0
81e54af4d0a18ae7998f9cec92c21e26,124.0
0d2f61828e11378afe20c0e381cd279f,123.0
a076e84c2347905caaa89fa4d688198d,123.0
00dd314efc1d97ef97d0edb40ce1e630,123.0
f56a4540780a5c72ee7d30ca87101e9b,122.0
cafe47587e795b7cc18670bc60c43600,122.0
6a923f416f73c9d2a930d5e03dcac333,122.0
d48911093ec38e6332fbfb6d4d76ac1c,122.0
23b7966cf681c8685cfac5a5201a34ee,122.0
62327160e7038d9c98b1743448f2a90c,122.0
4f46fb48db4a759699801062a06b93fc,122.0
f02a09fde14263793bd0bffe62bf6465,121.0
43976b62e42fedce2153d65c001b9c91,120.0
1c8b16824a6c2aa22436b65bdda593d9,120.0
df26f86b9ed431c7dbe4340950d8cd93,120.0
c9ab8404cd0c6e1e2ac7b738f543aa24,120.0
725b0ab4cfc7f5bda14be7a23f2e546c,119.0
24ff44d9acafea9514bd0b5a51ff4e52,119.0
fc11ceb606d9d83801923462af0f573b,119.0
cc01404a0072a21db36995e634abe9c1,119.0
7c3845b2e2235221c24da5851a50c32a,119.0
2c00d7a78c481dd6556c554c3db581d6,118.0
d326d182c4d5d5cac0f8ea5d778af5b1,118.0
00ce1ce68ca668cd8f27c990aa204fb9,118.0
dda1123d2631049565f219efc34ba1c6,117.0
4363542c92a562ff5231eb7f9153eac5,117.0
46aa9efc01199d10a3d10dc9e276448e,116.0
a27686fef323630b42fc66660ad909bf,116.0
40e57dc1b1360d39f529b23f435779b7,116.0
41e6fbc8ccc45afae3a07c7a432194ce,116.0
32e35cc8a10dc12bb73acf0c612784a8,115.0
788db23f187b1b6f6f9c2b37431d7d08,115.0
de6087b1c7794a22e4a42167dca67b3b,115.0
c6c5f74a9a83ec55c6de2cebb2988bfa,115.0
5d8b7a4cd5e8445d5c0c8cb29b9917c1,114.0
80004d11ba43efac1bce300b10c292e0,114.0
6ff18ab32a8acd27701ef154e4518d97,113.0
55a2ffe01a16795a7802506dee6ef3fe,113.0
f2da2936628564801bf2c1de10626979,112.0
7fb514dfe6f1123d50409833b899010e,112.0
fa96967dcf7f98ad3e3e1aac0c50f465,112.0
58e1986d6ed9177ec034b5f415b6d51d,111.0
d15795171e0bb6740dc1209048674f2a,111.0
0df9439bf718a4868cb22ca84c182f9e,111.0
51a4c18fb615375aae712e63e0885b11,111.0
92d1a7d25bc8fd9a67041099190d586a,110.0
3f48c674bfb96d735ee09bd32ac101da,110.0
e2c1e36648d43638dc331be195ebaf60,110.0
7e982aadf3a6ea74638bebfcd5dbf9dc,110.0
eb1df2b86387751f3a4aa19080926ba9,110.0
4457bfd8e0cc459a2088fdaa222aa3af,109.0
f2dfa35ca8fc763eb34a65d188c2f4b6,109.0
1dce33751f994b55c470a03bda924fa7,108.0
afabed17a08ffea3fd97aa1e4079bd73,108.0
81f6ae1307d438d2b163370098ca21b8,108.0
ad2640f1f98996f79dfcabd4bba2ea50,108.0
deca87953b413a2c3c769266b65d6e0b,108.0
1926b9adb4adb0505d72b65978bdc638,107.0
23ad5e02bf565680ad3f1d59751dd667,107.0
42f92443c88aad718de35a134fe91610,107.0
d7c640fdf8d27e146662b8cc430fa946,106.0
76e02e78bfb4c55bbb24125506c3d440,106.0
aa5859780a90bb8704db1d0b1cfd3351,106.0
d00ee48510f4ca35ec5ba9380e45178b,106.0
c35f665bd95ab81a5ca34ee89524dba5,106.0
392d199c17fd63f7a79eea2cdbfe87f0,105.0
102a3c260713cde71a32079bfc1e93b3,105.0
14575b1914e3ff006f54124106db91b7,105.0
dd3d23fcf538cf0d0713009ae848afd7,105.0
7ddb617321622a7b4a25b4c840b679e5,104.0
1a5725cf5175f4852b3f62fa26d39949,104.0
ce32c039c2a9242150df3f98c4ec792a,103.0
176da1987ff491ae6cc2db115723796c,103.0
ffc982931fb1525aa814fe0746926e19,102.0
f8f4aa569a16b050e4fa7fa681ee048c,102.0
ed4eb0c93690ed93b1306bbc507ef2ba,102.0
6baa78ba3e7a48aeaa9d3a1e3b977bac,102.0
7c6a64214d1fa88361e42be5789fc416,101.0
b13cbda1b93c699711889dda80a4b743,101.0
f188a70a84d8fc0c23c92f6ca6b7ebbc,101.0
db115f9ca67deb04a3084bc645e7fed1,101.0
5baad2f7d007b3ed843c19d6d41e92ec,101.0
65bae3dec950ad887dcd209e33518422,101.0
874620feca1c58e57ef22c1abf87ff89,101.0
1b49cffa3b02ee2cc334e94ac928e61d,101.0
84a29877f28a3309c0acba3ff63a32de,100.0
c9dac1b01afbcbb851165547387c3f11,100.0
6e4d06a09199a741e32868410c2aa550,100.0
496e4e6af0ce0adfc07bb5accb943d43,100.0
52ce2afc1dd7342252928b22a054b74f,100.0
20781e8999bae2d816140219685d1b09,99.0
8e64eda72e5211d573d405b335679494,99.0
d073cc047ee66697d65ba6a7b9b0ec1c,99.0
38b6a09aa4ea57aa1e23b802d6627978,99.0
8d1f1eedad707433a2e92183e2747444,99.0
88cc9f4994f8d0b3e738515fd0d25a74,98.0
58540ccde4dec965024c3ea4439cbb6b,98.0
9a0ad46b41a94554dbde8595c5e69ee4,98.0
a6e63c978eb98c8045320952f164b61f,97.0
31f74cbfbbe807514609e36a7e92a512,97.0
ad4cba5280fb47cbebea01e7031af61c,97.0
4773993c3ad17dbdb37844d73794159f,97.0
101982ee6204355a54d11d127824a796,96.0
9fa42a9ddb62a5420e51dcb6b6966df4,96.0
93bdb475c01906a9a636762c69ab7f88,96.0
a988dba58074f848fdb06540c7c09327,96.0
a54728c5358d2973282f5e7aeb570972,96.0
815441e55a0ea6cec04bc18f890a100d,95.0
3ce54b64fe43b128f984d11d107c827a,95.0
f1554c22d6d84c3d277f11d7a173399a,95.0
fe8db3671084850358ab6b8b52ad6f71,95.0
6762c0c83027255ffa7c02ae2d580235,94.0
f8f0ae96d5b3e0c7a4c39af4dbc37c39,94.0
846365046f0d1ebff80d15ee29184ae9,94.0
1763dbd2ac5b6c96acebc480d8bcc4a2,94.0
a0c8af6597e7dd187eca57efcec2d6cb,93.0
60bf3014a98a7aa1672ddf5abb14f8d0,93.0
dc9d29d01c75f6502158df6a91b9dc37,93.0
45dd0d54cab7f0e199214ac86bcba903,92.0
cc3f15b6de9989d25e505db86388a43a,92.0
12e5ea96b2b4f0557abcb459f181397a,92.0
12fd215227aabcf33fe2163d9398bb25,92.0
af0c4e758b4343901bcfbe4af5034c7c,91.0
6f6781fb1a7811e7ed6742557e467cb4,91.0
6d5d85961765d59b54a5ac75143a9baa,90.0
67706bdc037eed040f0488b7fa35d886,90.0
4095da89531841e6f880049fa9623e16,90.0
46c7004979d35d305e2be355ead40800,90.0
53f8766d19b208dd0acb79a17b1405f5,90.0
4d6c4c551f53c3ab04e6af55c2fdbc63,90.0
79bb6e7a930b46d78f9e063542881305,90.0
e2700aefa86b128937c05f4f4dd45b71,90.0
9867a9cc118559dea397575f5dd27875,89.0
ebfb2bd2ee9afc63cff33c9524724355,89.0
9b7507d5a48d516985c2a66658a9e005,89.0
6335726bf151d2c937052be99d617534,89.0
b58bb7d08f0246a9d0143a320b174776,88.0
49a45e4f766f509541e3f7009bfbe7e0,88.0
90a4143b1c7de90dc31d6e72f47ff7b4,88.0
8a8ed099798fdf5bcbe97f85dbf7babc,87.0
6ad956a634707ff69d97208939b894fe,87.0
ab5808510c31a905e138bd469ab06732,87.0
27e06d8a1d72735f99053a92c2069161,87.0
4ae9acb52315b651017ee651dff34f59,87.0
f54ed5c4487f76f9f53687e9635f0435,87.0
f8e0f2d81bb3e5e7a10108301c1b15d0,87.0
377f6e4c6921ed47c0b765effac140cc,86.0
78e55b8fd6479107fd2219cbfe1dabc4,86.0
d609855a11d4aa9eb924dbe3ba393625,86.0
06ad92b8571a601a6ba26f122d2b2a55,86.0
8a069e7069d6652737a851de69277749,86.0
a1fa3a592da596cfd723d113579fc05f,86.0
44eae4565ad2e5f94c7987253402b2cc,86.0
5720e433a01cc0403434ee52ff234439,86.0
2c676706f893fdcab412998e8fe65c9c,85.0
b7e52dc586a4919478045c0c322e4c45,84.0
cab62a6e39763aa4b960189e015beebb,84.0
9e04003825b786bb57df86bd48e6b9f8,84.0
46d4c75f716f134f1b5d0b78aed30d89,84.0
4400c72eb14d4bcd7464f2e48b580a30,84.0
0dffcbc531e65b772b41edb17fa6a6ea,84.0
56706e878bbf127a79b764d7a1bed9bd,84.0
79ae5c4336bb68549e37f4e1f6f6e2b6,84.0
c1edd7e1917dbacd8bdb7d516e80b5ff,84.0
e045faeb532a2abc734ebf1a2304071b,84.0
6bf79787a18907f7c6b3e899efb29029,84.0
07a7401d1e95a2c5703c59743c80d02e,83.0
aaeaf48251cb111740428f41dd173118,83.0
9413225c4a557bdebce15b85919b6250,83.0
232394273a4d19f61fdd72c83885098e,83.0
e7f26e8a626b8ae95b59fe32b86c878d,83.0
0ba01db275e26a7e71f0e0b02f1faa10,83.0
dd7168fb5f01b9ec1f86065f6dcbe5dd,83.0
e16d86b7fe770de88e7e8fd0fb6c8b5a,83.0
1538d5cdd8434ce7a720daca584f4210,82.0
8af9b72c1b3847562719d980e6cab6ef,82.0
