	pielou_evenness
SRR1770793	0.882239425260215
SRR1770794	0.8897304751638773
SRR1770797	0.8811832264988753
SRR1770798	0.8736261568509514
SRR1770804	0.8722510988638917
SRR1770805	0.8890428362057304
SRR1770806	0.8972713404065404
SRR1770809	0.9092014128672855
SRR1770812	0.9176478729241891
SRR1770815	0.9218709938013773
SRR1770818	0.9230664892447621
SRR1770820	0.8938939121747168
